VM ID,Actual CPU,Length,Input Size,Output Size,End Time
15,12.53,12532,14545,10457,12886.56
5,6.71,6707,14954,3145,12886.74
4,10.49,10410,9280,12710,12886.85
24,12.97,12948,7698,3878,12886.85
8,19.55,19548,11020,12780,12887.4
3,5.57,5486,9104,7308,12887.51
24,1.12,1124,7698,13987,12887.97
21,18.4,18402,8091,13975,12889.61
13,11.5,11497,3329,2325,12890.4
23,15.52,15466,4286,5090,12890.51
22,23.62,23623,1173,8139,12890.64
3,3.71,3711,14328,5147,12891.23
0,12.7,12696,4994,757,12891.49
19,14.96,14900,6087,7500,12891.6
9,23.74,23724,5094,11044,12891.71
1,15.62,15623,10939,1222,12892.37
9,1.14,1142,3679,5069,12892.85
2,7.8,7741,8135,14968,12892.96
24,5.97,5965,13574,1649,12893.94
10,20.63,20626,8815,9097,12894.15
21,4.64,4639,11430,10326,12894.26
6,15.47,15466,12646,8190,12895.11
22,5.19,5189,3586,10941,12895.82
2,3.03,3026,9243,9565,12895.98
4,9.61,9607,3531,5554,12896.46
17,23.82,23824,10257,1881,12896.91
10,2.88,2768,1299,13468,12897.02
6,2.24,2239,11941,9111,12897.35
3,6.23,6156,14366,3558,12897.46
8,10.46,10464,5798,14301,12897.87
4,1.79,1787,1063,8091,12898.24
12,22.16,22164,9963,3383,12898.35
15,11.93,11925,11956,12829,12898.48
19,7.38,7377,826,14347,12898.97
9,6.26,6259,8104,1004,12899.11
8,1.55,1554,5428,928,12899.42
20,14.91,14913,2130,14491,12899.82
19,1.31,1313,10351,4644,12900.29
14,18.41,18409,7380,14417,12900.76
7,24.89,24885,12769,3620,12900.88
0,9.87,9869,4631,6609,12901.36
22,7.21,7205,1849,1722,12903.03
4,5.13,5129,875,1173,12903.37
11,19.41,19414,10795,8343,12903.54
12,5.9,5898,8867,7069,12904.25
16,24.97,24869,11169,5322,12904.36
17,8.04,8036,11085,8753,12904.95
0,5.52,5519,12333,4748,12906.87
1,14.79,14790,11482,4500,12907.16
10,10.25,10186,12769,982,12907.27
18,22.04,22036,3204,2118,12907.78
16,3.83,3827,13360,13733,12908.19
22,5.44,5442,4919,9096,12908.47
0,2.62,2621,13610,14633,12909.5
3,12.19,12189,8112,12395,12909.64
11,6.62,6624,9539,9847,12910.16
13,20.16,20162,5757,5930,12910.56
5,24.18,24180,10079,3901,12910.92
23,20.64,20638,14070,3424,12911.15
8,13.05,13048,5674,4866,12912.47
24,18.64,18644,7502,7820,12912.58
19,13.69,13691,7990,4213,12913.98
8,1.62,1608,12859,8883,12914.09
21,20.11,20108,10094,1054,12914.37
17,9.76,9757,14196,6965,12914.71
9,16.34,16341,5470,4282,12915.45
10,9.29,9294,1548,9194,12916.56
20,17.65,17645,12438,9628,12917.46
24,5.2,5201,10114,5059,12917.78
2,22.19,22191,9486,2428,12918.18
8,4.2,4202,13636,14269,12918.29
14,17.65,17646,803,9974,12918.4
4,15.56,15558,1890,6777,12918.93
17,4.33,4315,8880,9195,12919.04
0,10.26,10259,9341,11080,12919.75
12,15.61,15520,14646,8174,12919.86
5,9.21,9209,5539,9337,12920.13
7,19.51,19507,4989,8994,12920.39
11,10.8,10801,11302,12939,12920.96
6,23.86,23858,4528,4685,12921.2
12,1.99,1991,10403,7194,12921.86
9,7.01,7008,9585,14511,12922.46
15,24.62,24624,11509,3853,12923.11
2,5.14,5142,11036,3025,12923.32
3,13.78,13748,5977,14764,12923.43
16,15.48,15475,2141,9352,12923.66
5,4.38,4375,8768,7584,12924.5
17,6.09,6095,6960,13196,12925.14
1,18.09,18044,12750,14712,12925.25
11,4.29,4195,12078,3015,12925.25
2,2.04,1957,14864,12542,12925.36
22,17.43,17425,8888,5486,12925.9
19,12.07,12071,8500,8247,12926.05
13,15.89,15893,1862,12677,12926.45
8,10.75,10745,6214,7172,12929.03
23,18.51,18513,13840,8128,12929.66
12,7.91,7863,9798,13976,12929.77
7,9.63,9629,4020,12889,12930.02
20,12.72,12715,11355,8029,12930.18
18,22.64,22640,13781,1407,12930.42
23,1.15,1154,9839,8375,12930.81
2,6.06,6059,11433,14219,12931.42
23,1.2,1203,13549,10427,12932.02
19,6.48,6480,2460,9356,12932.53
14,14.34,14342,7915,13425,12932.74
5,8.53,8532,8943,13833,12933.04
13,7.55,7554,13493,10663,12934.01
16,11.49,11493,8217,2571,12935.16
0,15.52,15515,2773,1922,12935.27
8,6.74,6743,13788,11150,12935.78
20,6.49,6488,9084,9241,12936.66
6,16.14,16141,3704,8641,12937.34
21,23.27,23265,12959,11388,12937.63
4,19.27,19274,4008,6761,12938.21
15,17.03,17031,11447,8727,12940.14
24,22.35,22353,11541,13995,12940.14
12,10.48,10482,7834,12832,12940.25
10,23.97,23970,9881,816,12940.53
20,4.33,4329,6983,7166,12940.99
4,2.93,2931,5422,13865,12941.14
7,11.39,11392,11237,11038,12941.41
9,19.44,19438,9754,6954,12941.89
5,9.09,9094,7673,8992,12942.13
1,17.68,17679,12217,8994,12942.93
17,18.14,18137,4906,9923,12943.27
18,13.06,13057,14951,1292,12943.47
14,14.03,14027,14497,3640,12946.77
19,14.68,14679,3343,12941,12947.21
11,22.07,21993,9004,3553,12947.32
22,22.32,22319,1454,14664,12948.22
3,24.9,24797,5507,1095,12948.33
18,5.23,5230,7948,13239,12948.7
23,16.9,16896,3018,2439,12948.91
0,14.71,14707,5639,2256,12949.98
16,14.93,14880,4463,9293,12950.09
13,17.46,17455,14529,14495,12951.46
2,21.16,21159,11986,6943,12952.57
21,15.08,15075,13428,5334,12952.71
22,4.71,4711,9473,3621,12952.93
12,13.95,13949,12701,11251,12954.2
3,7.5,7496,3742,10218,12955.82
12,1.73,1700,12888,9954,12955.93
8,20.26,20155,12567,9439,12956.04
21,3.33,3320,11925,9416,12956.04
14,9.88,9879,9142,3296,12956.65
15,16.51,16512,9621,4900,12956.65
0,6.78,6693,12490,14785,12956.76
13,5.47,5475,10490,3431,12956.94
17,15.26,15262,10266,845,12958.54
7,19.04,19037,1121,7273,12960.45
23,12,11999,7955,10896,12960.91
10,20.49,20379,4097,4728,12961.02
11,13.81,13768,11973,13027,12961.13
6,24.22,24216,10060,12265,12961.56
1,18.75,18688,14807,8939,12961.67
5,20.36,20362,2731,4806,12962.49
9,21.67,21673,3740,5646,12963.57
24,23.54,23437,11063,14147,12963.68
12,9.01,9014,8132,10904,12964.95
20,24.06,24048,2800,10714,12965.06
3,9.51,9505,11524,2825,12965.33
4,24.59,24592,8203,12040,12965.73
16,15.75,15650,3034,13497,12965.84
9,2.78,2783,14512,9009,12966.35
7,7.08,7080,5138,6842,12967.53
19,20.43,20341,7780,8799,12967.64
9,1.4,1350,8806,1358,12967.75
2,15.72,15716,13003,7095,12968.29
20,5.04,5044,10947,5964,12970.1
22,17.41,17407,964,7419,12970.33
23,9.76,9759,3736,8244,12970.67
4,5.05,5008,10414,13435,12970.78
5,8.53,8532,5681,2116,12971.02
18,22.64,22635,6196,12295,12971.34
22,1.6,1604,7085,3552,12971.94
2,3.86,3861,9911,7580,12972.15
17,14.06,14060,14950,10332,12972.6
6,11.17,11171,6118,9475,12972.73
12,7.9,7808,10019,4261,12972.84
19,5.2,5176,6075,14390,12972.84
16,7.46,7457,4144,11443,12973.3
24,9.73,9666,10474,8575,12973.41
7,6.39,6388,4542,5255,12973.92
15,18.12,18116,4833,13866,12974.77
16,1.68,1684,4507,11183,12974.98
3,9.88,9879,4838,12431,12975.21
18,4.33,4330,6749,9321,12975.67
15,1.41,1412,5733,10058,12976.18
21,20.68,20682,13451,3961,12976.72
14,20.42,20422,10469,3034,12977.07
17,5.24,5238,844,5996,12977.83
0,21.68,21678,6322,4180,12978.44
8,23,22998,5351,10970,12979.04
10,18.23,18233,14873,10480,12979.25
1,17.89,17887,7197,2356,12979.56
13,22.99,22991,2432,10883,12979.93
8,1.5,1496,12724,10646,12980.54
19,8.01,8013,5715,10676,12980.85
21,5.54,5536,6097,12724,12982.26
4,11.79,11792,9099,14722,12982.57
11,21.62,21616,11458,12006,12982.75
3,8.52,8518,11740,3584,12983.72
14,7.9,7903,4005,14935,12984.97
10,5.86,5858,10619,7227,12985.11
19,5.36,5361,7944,4121,12986.22
17,8.58,8582,900,5884,12986.42
20,16.85,16848,4713,1375,12986.95
24,13.78,13775,14528,14605,12987.18
10,2.68,2678,5544,2853,12987.79
9,20.4,20400,3079,6684,12988.15
7,14.54,14544,9505,5446,12988.46
23,18.44,18438,2577,13722,12989.11
1,9.66,9655,8902,10222,12989.22
16,14.59,14593,7595,2320,12989.57
21,9.73,9734,3813,1224,12991.99
6,21.15,21145,13170,12693,12993.88
2,21.84,21759,13723,2385,12993.99
12,21.84,21842,9883,3150,12994.68
13,15.27,15270,12006,9097,12995.2
17,8.91,8914,12442,13719,12995.33
5,24.42,24349,11229,6174,12995.44
9,8.05,8051,2229,10620,12996.2
16,8.22,8215,9667,8662,12997.79
9,1.78,1780,7373,13887,12997.98
18,22.81,22813,8770,11716,12998.48
21,6.69,6693,13355,13056,12998.69
3,16.13,16126,8388,2771,12999.85
5,4.52,4504,14027,7440,12999.96
15,24.36,24356,10579,9337,13000.53
19,15.28,15279,7758,1330,13001.49
16,4.28,4279,952,1123,13002.07
4,21.37,21370,7926,5947,13003.94
8,24.02,24018,11330,6712,13004.55
17,9.57,9571,3025,5911,13004.9
20,18.62,18619,12707,12974,13005.57
11,22.93,22900,5388,13314,13005.68
2,11.8,11708,3097,4088,13005.79
22,34.71,34710,26459,27237,13006.65
14,21.84,21835,1076,13094,13006.81
0,28.67,28669,15230,28216,13007.11
23,18.11,18047,14671,12296,13007.22
1,18.86,18864,5182,830,13008.08
17,3.57,3574,3892,4994,13008.47
10,20.8,20786,4762,7681,13008.58
14,2.91,2911,2069,5423,13009.72
7,21.46,21461,5436,6460,13009.92
13,15.71,15714,8540,13808,13010.91
6,17.6,17596,14371,12919,13011.47
24,24.63,24630,6622,2429,13011.81
19,10.44,10444,3868,885,13011.94
5,13.38,13380,12547,5536,13013.34
14,5.33,5335,8608,6433,13015.06
18,17.02,17017,6301,2456,13015.5
24,4.3,4300,8248,12212,13016.11
6,5.33,5334,3584,9486,13016.81
12,23.6,23602,5522,10036,13018.29
20,12.97,12972,5603,3493,13018.54
21,19.96,19904,6597,7429,13018.65
2,13.45,13445,10698,1401,13019.23
14,4.73,4725,10910,4967,13019.78
15,19.74,19740,5791,13112,13020.27
4,16.62,16624,5065,3579,13020.57
19,8.79,8792,9258,4651,13020.73
9,23.43,23427,7819,1169,13021.41
15,2.57,2574,5579,4028,13022.85
4,2.39,2352,2168,2425,13022.96
11,17.28,17207,8048,11867,13022.96
5,9.73,9656,1885,14130,13023.07
3,23.33,23284,14043,12490,13023.18
20,5.62,5617,3606,9681,13024.16
10,16.05,16054,1907,9070,13024.64
4,2.48,2482,3069,7823,13025.44
17,17.08,17033,13136,3637,13025.55
10,2.95,2953,12028,1447,13027.59
23,20.72,20716,852,5751,13027.93
4,2.7,2700,2585,5710,13028.14
1,20.87,20869,10044,4915,13028.95
24,13.28,13277,2907,1439,13029.39
7,19.58,19546,2665,12721,13029.5
8,25.05,24949,10099,2459,13029.61
20,7.94,7944,13900,1094,13032.1
4,4.91,4913,7813,9256,13033.05
13,22.46,22456,9706,6900,13033.37
0,26.82,26822,29764,29166,13033.93
9,13.89,13891,13041,7653,13035.3
2,16.18,16178,6844,1375,13035.41
13,2.4,2398,14968,11385,13035.77
5,13.12,13124,7605,2045,13036.19
16,34.98,34976,27277,19743,13037.04
18,21.66,21661,5693,8902,13037.16
14,18.15,18145,9816,7277,13037.93
15,15.37,15365,13367,7521,13038.21
6,22.37,22369,1567,13467,13039.18
23,11.74,11735,1394,7344,13039.67
7,10.39,10387,11250,2333,13039.88
10,13.15,13146,2495,6591,13040.74
12,22.56,22540,14806,6377,13040.85
21,22.8,22803,12015,7582,13041.45
22,34.93,34933,16875,19866,13041.58
11,18.75,18751,6519,10595,13041.71
19,21.09,21078,8206,6259,13041.82
23,2.32,2321,7640,7322,13041.99
6,4.25,4247,13754,10608,13043.42
10,3,2998,1805,3541,13043.74
20,13.11,13113,2237,9359,13045.21
8,16,16000,2681,2451,13045.61
12,5.05,5045,2198,12724,13045.89
5,10.08,10084,6639,14219,13046.28
19,4.57,4526,10370,1291,13046.39
18,9.94,9939,11213,2825,13047.1
4,14.77,14765,12677,13092,13047.82
1,19.14,19139,6784,3942,13048.09
4,1.28,1278,3453,5306,13049.1
5,3.01,3008,1642,1497,13049.28
17,24.47,24472,13665,9740,13050.02
24,21.04,21039,12611,4486,13050.43
12,5.02,5018,7105,14318,13050.91
3,28.47,28474,29505,26266,13051.65
13,16.6,16600,4897,2578,13052.37
6,9.05,9023,13967,5332,13052.48
2,17.18,17143,10464,6427,13052.59
21,11.13,11111,11878,9417,13052.59
2,1.13,1126,9383,7468,13053.71
7,16.25,16249,13710,9352,13056.13
23,14.29,14288,6103,4852,13056.28
4,7.84,7841,7691,12678,13056.94
9,22.39,22388,9745,7613,13057.69
15,20.24,20239,1710,9344,13058.45
14,20.8,20798,14612,9473,13058.72
4,2.48,2476,14892,8181,13059.41
13,8.72,8717,3406,7048,13061.08
11,19.57,19574,3926,1611,13061.28
20,18.77,18771,9093,2519,13063.98
1,16.18,16175,5873,6271,13064.26
17,14.91,14911,12867,13570,13064.93
10,21.64,21644,7967,4893,13065.38
24,15.31,15313,9147,8307,13065.74
5,16.88,16880,3660,2699,13066.16
7,10.46,10458,9749,13670,13066.59
4,8.47,8468,5265,1247,13067.88
20,4.16,4156,6074,11748,13068.14
19,22.26,22262,7126,11679,13068.65
13,7.79,7794,9658,5045,13068.88
8,24.03,24031,4791,12306,13069.64
0,36.78,36776,16912,23758,13070.7
6,18.39,18394,6906,14076,13070.87
19,2.54,2541,12179,10045,13071.19
23,15.08,15082,11830,6992,13071.36
15,13.08,13083,14020,12002,13071.53
16,34.78,34783,22082,29820,13071.83
12,21.03,21004,1264,8380,13071.94
18,24.95,24930,13307,12654,13072.05
2,18.53,18527,1323,3491,13072.24
6,1.49,1494,4572,12741,13072.36
20,5.25,5249,4531,3126,13073.39
15,2.65,2650,10833,9157,13074.18
19,3.28,3285,14404,14875,13074.47
21,23.93,23934,5911,12779,13076.52
17,12.37,12371,9600,14855,13077.3
22,35.85,35846,20875,15878,13077.43
9,21.03,21032,11740,11940,13078.72
18,7.47,7469,3148,2523,13079.51
2,7.41,7407,14733,3445,13079.65
14,21.12,21122,9488,11403,13079.85
10,16.26,16264,12495,14364,13081.64
23,10.45,10446,7534,11477,13081.8
7,16.36,16363,14566,13708,13082.95
11,21.89,21894,11273,8344,13083.18
2,4.61,4610,9348,14901,13084.26
24,18.9,18897,5216,6648,13084.64
1,21.61,21614,5836,5762,13085.88
5,19.83,19736,8493,1961,13085.99
13,17.25,17246,14623,2470,13086.12
3,36.28,36281,25145,19613,13087.93
15,14.15,14147,4756,14795,13088.33
5,2.81,2814,9671,5953,13088.8
24,4.31,4307,13117,9173,13088.94
17,12.19,12187,9718,10636,13089.49
14,10.05,10051,14533,9595,13089.9
18,10.6,10599,10325,10615,13090.11
15,2.11,2112,14001,834,13090.44
8,21.2,21196,7894,3276,13090.83
10,9.35,9348,14242,9413,13090.99
12,19.33,19332,7172,7612,13091.27
7,9.17,9173,8094,2492,13092.13
23,10.43,10430,2988,5992,13092.24
4,24.54,24542,11491,4484,13092.42
19,18.39,18394,13613,11245,13092.87
6,21.57,21570,9993,3843,13093.93
7,2.08,2083,12623,10455,13094.21
19,1.45,1375,4056,4684,13094.32
18,4.95,4946,6640,14076,13095.06
20,23.3,23298,1423,6067,13096.69
18,1.74,1668,11439,2111,13096.8
1,11.79,11788,7388,6758,13097.67
9,19.62,19616,2897,2265,13098.33
21,21.93,21886,8170,10611,13098.44
10,8.91,8907,8897,9557,13099.9
24,11.07,11036,3868,12880,13100.01
8,11.07,11074,5641,13589,13101.91
9,3.98,3980,3525,14538,13102.31
0,32.46,32459,20622,28768,13103.16
2,19.36,19360,14614,11196,13103.62
11,20.55,20485,4044,7384,13103.73
23,13.74,13742,1595,14947,13105.98
6,12.48,12480,6058,10995,13106.41
1,10.33,10330,13099,10740,13108
20,11.91,11913,1226,10399,13108.6
5,20.28,20281,9280,13550,13109.08
9,6.88,6881,13512,10079,13109.2
12,18.04,17993,9871,9319,13109.31
16,37.66,37664,23785,25975,13109.49
15,19.77,19767,9834,9586,13110.21
22,32.89,32803,22644,23373,13110.32
23,4.82,4816,9898,6129,13110.8
13,24.78,24737,6748,1432,13110.91
19,17.64,17644,5802,11366,13111.96
8,10.46,10460,7622,9577,13112.37
7,18.4,18401,2310,3961,13112.61
9,3.56,3558,1259,7662,13112.75
17,24.2,24202,5245,9187,13113.69
14,24.23,24225,13656,11486,13114.12
20,6.35,6345,6049,6274,13114.94
13,4.5,4498,12651,6863,13115.4
4,23.46,23456,6914,760,13115.88
24,15.98,15885,12215,1145,13115.99
13,1.26,1258,11193,12624,13116.66
23,6.68,6678,774,10098,13117.47
24,1.6,1541,5922,13097,13117.58
11,14.27,14266,10499,1159,13117.99
21,20.17,20174,2710,11200,13118.62
2,15.34,15340,8539,9571,13118.96
18,23.27,23269,6624,6283,13120.07
15,10.69,10694,1349,9799,13120.9
23,3.57,3568,9291,12528,13121.04
4,6.9,6901,2394,7351,13122.78
9,10.51,10506,11316,6033,13123.26
4,1.22,1224,8248,1149,13124
7,11.5,11398,2351,6198,13124.11
1,16.5,16496,7197,7151,13124.49
10,24.85,24848,8811,12868,13124.75
20,10.03,10032,13340,4568,13124.98
4,1.92,1916,12091,14204,13125.92
11,8.28,8282,8549,9511,13126.27
12,17.24,17244,2140,12813,13126.55
3,38.83,38828,25905,23412,13126.76
21,8.25,8203,6320,6432,13126.87
6,21.12,21120,13370,3936,13127.53
1,3.31,3306,7136,8275,13127.8
21,5.4,5399,3624,4217,13132.27
10,7.73,7729,3489,11247,13132.48
5,23.5,23407,4842,9907,13132.59
15,11.79,11713,4517,11386,13132.7
1,5.47,5467,4446,5916,13133.27
19,22.19,22194,5647,2575,13134.16
23,13.39,13394,4878,5519,13134.44
17,21.03,21025,10118,4640,13134.72
14,21.63,21627,12514,9569,13135.75
11,10.42,10419,840,7931,13136.69
8,24.58,24576,2177,1471,13136.94
24,21.03,21026,14931,10109,13138.61
13,22.29,22289,6185,2343,13138.95
23,4.84,4835,12494,2649,13139.27
0,37.06,37061,21699,21312,13140.22
12,13.87,13869,12719,12004,13140.42
18,20.46,20397,11780,10800,13140.53
24,2.03,1984,4002,13130,13140.64
13,2.77,2768,6254,12358,13141.72
10,9.67,9667,6397,7815,13142.14
9,19.54,19537,3826,3331,13142.8
14,7.51,7511,5166,6290,13143.26
15,11.4,11398,1147,13244,13144.09
5,11.62,11579,5364,9591,13144.2
20,19.62,19619,9944,7053,13144.6
22,35.3,35300,19383,27263,13145.62
6,18.39,18392,12249,5894,13145.93
12,6.24,6239,9211,4874,13146.66
18,6.24,6195,4010,11846,13146.77
21,14.73,14734,1850,3680,13147
7,23.26,23256,8372,9538,13147.37
16,38.04,38042,16392,21099,13147.53
11,10.95,10897,2008,3316,13147.64
15,4.12,4115,9731,10437,13148.21
8,12.98,12978,9408,6859,13149.92
13,8.35,8351,5585,5046,13150.07
17,16.07,16074,6258,13017,13150.79
7,6.28,6276,3883,8390,13153.65
10,12.73,12727,7207,3082,13154.87
3,28.22,28121,23254,19522,13154.98
19,22.08,22076,11693,7642,13156.23
17,6.16,6156,13628,9127,13156.95
2,38.1,38018,24212,15825,13157.06
14,13.91,13800,5397,9794,13157.17
1,24.41,24409,1635,3168,13157.67
21,11.38,11378,1514,6485,13158.38
9,17.25,17248,9233,8954,13160.04
15,12.73,12731,12186,5847,13160.94
11,13.83,13832,7060,7750,13161.47
6,15.72,15719,10497,12631,13161.64
23,23.38,23383,1056,6214,13162.65
20,18.48,18484,13491,2939,13163.08
9,3.15,3048,4406,10830,13163.19
24,23.53,23527,11360,9624,13164.17
4,38.68,38682,16621,29644,13164.6
6,3.22,3219,14425,13877,13164.86
8,15.21,15206,7774,1553,13165.13
13,15.29,15292,4387,9785,13165.36
24,1.33,1327,11746,14752,13165.49
12,18.95,18886,6340,12840,13165.6
15,4.66,4570,2517,13919,13165.6
11,4.38,4376,12804,8755,13165.85
10,11.14,11137,12767,14043,13166.01
5,22.43,22427,5370,2087,13166.63
18,19.97,19959,11787,2228,13166.74
7,13.66,13656,11355,4341,13167.3
12,2.62,2624,14783,4196,13168.23
14,11.65,11654,10817,11803,13168.82
19,12.7,12679,12849,12102,13168.93
0,28.9,28895,29744,17836,13169.12
21,12.14,12139,11213,1387,13170.52
8,6.54,6537,5592,6667,13171.67
21,2.42,2422,5602,1407,13172.94
15,7.7,7703,1290,14916,13173.31
17,16.87,16872,980,10534,13173.82
14,5.45,5451,5632,12433,13174.27
16,28.92,28925,17128,15117,13176.46
6,12.21,12210,9084,1958,13177.07
7,9.88,9783,8921,11187,13177.18
1,20.72,20723,11640,7871,13178.4
11,13.28,13285,14298,9455,13179.13
20,17.02,17022,11943,2596,13180.1
9,17.44,17436,6408,11567,13180.63
15,7.63,7627,7924,8243,13180.93
17,8.15,8152,6769,13037,13181.97
23,20.6,20601,8567,9148,13183.25
24,18.04,18041,7813,14712,13183.53
22,38.32,38315,25211,28658,13183.94
11,5.33,5334,6396,3541,13184.47
8,12.91,12876,8559,14773,13184.58
13,19.22,19208,8719,6029,13184.58
18,17.95,17864,12612,12636,13184.69
2,27.88,27876,18715,20380,13184.93
12,18.02,18024,8916,7264,13186.25
18,2.65,2651,3396,14419,13187.34
17,6.07,6074,13486,7815,13188.05
11,4.5,4496,3195,13461,13188.96
14,14.85,14851,14939,9564,13189.12
5,22.6,22511,13647,8648,13189.23
10,23.85,23852,1883,1835,13189.86
23,6.71,6629,5763,3965,13189.97
6,13.01,12962,7049,10661,13190.08
18,2.91,2909,3168,14432,13190.25
4,25.76,25732,22521,29975,13190.36
3,35.83,35827,26317,28904,13190.81
24,8.44,8436,13395,3766,13191.97
19,23.55,23551,12300,6297,13192.48
21,19.72,19720,14128,7105,13192.66
20,13.06,13062,10660,6467,13193.16
5,4.04,3994,9521,13095,13193.27
0,25.79,25788,24794,17602,13194.91
13,10.86,10861,3750,13939,13195.44
10,6.62,6616,9194,12396,13196.47
18,6.37,6374,5832,5925,13196.62
23,7.99,7989,1399,1872,13197.96
12,12.29,12290,5257,4785,13198.54
20,5.57,5574,4269,6863,13198.74
23,1.69,1690,1867,12760,13199.65
8,15.36,15356,10905,10820,13199.93
13,4.77,4766,14200,14094,13200.21
21,7.74,7744,10808,12624,13200.41
16,25.43,25430,26050,24868,13201.89
7,24.96,24962,10230,10550,13202.15
1,23.95,23946,13482,4679,13202.34
5,9.18,9143,6003,5190,13202.45
15,22.14,22137,13407,9267,13203.07
20,5.62,5620,5183,5577,13204.36
9,23.85,23845,9816,12852,13204.47
7,2.85,2851,3961,12713,13205
11,16.2,16202,11314,2471,13205.17
1,3.06,3061,13256,2702,13205.4
17,17.95,17945,14699,12784,13205.99
10,12.07,12073,7438,6792,13208.55
19,17.32,17325,5064,10670,13209.81
6,21,20999,7884,12236,13211.08
20,6.87,6869,4378,12914,13211.23
14,22.67,22673,8229,1182,13211.8
24,20.04,20042,6401,11726,13212.01
15,9.17,9166,4607,11444,13212.24
12,13.81,13794,11524,4779,13212.35
21,12.05,12046,1897,8045,13212.46
9,8.75,8745,2214,2837,13213.22
6,4.28,4277,6885,11297,13215.35
18,18.84,18767,8256,7733,13215.46
23,16.45,16450,12339,9903,13216.1
1,11.4,11396,5003,3862,13216.8
21,4.49,4487,8210,13355,13216.94
9,4.34,4341,6638,6488,13217.56
13,18.03,18032,12055,7572,13218.24
22,34.41,34403,24324,27057,13218.35
2,34.59,34592,27909,23628,13219.53
15,7.94,7935,8226,9219,13220.17
12,8.2,8198,1223,8134,13220.54
19,10.85,10741,13833,1568,13220.65
1,3.97,3972,10900,2580,13220.77
0,25.98,25961,16432,21786,13220.88
9,4.83,4825,9114,8348,13222.38
4,32.35,32349,24022,25998,13222.71
8,23.11,23106,12443,6448,13223.04
13,4.94,4936,9671,12064,13223.17
20,13.77,13768,12176,6726,13224.99
23,10.25,10249,3673,14121,13226.35
14,14.71,14706,10169,4934,13226.5
3,35.92,35915,25419,29797,13226.72
5,24.48,24479,12893,4758,13226.93
24,15.26,15259,6920,5418,13227.27
1,6.61,6564,8016,13895,13227.38
8,5.1,5105,5424,6899,13228.15
11,23.12,23120,10070,1087,13228.29
23,2.12,2125,3415,13018,13228.47
19,8.01,8011,11468,8303,13228.66
17,23.61,23613,13037,10394,13229.6
7,25.17,25169,19274,22257,13230.17
24,3,2991,4349,6606,13230.28
9,9.29,9291,13755,9300,13231.67
10,23.58,23584,7721,987,13232.13
12,12.65,12649,1168,6795,13233.19
18,19.01,19011,12593,1637,13234.48
16,32.9,32900,27700,20740,13234.79
21,17.96,17961,7541,13420,13234.9
17,6.2,6202,8929,8057,13235.81
1,9.64,9645,1974,2068,13237.03
5,10.55,10546,4152,9797,13237.48
20,12.63,12630,13952,13556,13237.62
6,22.54,22536,1576,10396,13237.89
19,10.56,10562,9784,9776,13239.23
1,2.41,2409,11079,10407,13239.43
23,11.15,11150,4135,7985,13239.62
5,3.15,3151,1336,8255,13240.63
14,14.45,14449,8372,4078,13240.95
8,12.95,12951,12087,10887,13241.1
18,6.96,6962,3266,4567,13241.44
13,18.64,18641,5480,8331,13241.81
6,4.15,4147,14972,14826,13242.04
9,10.7,10703,2940,12827,13242.38
22,25.41,25413,27617,18793,13243.76
20,6.47,6468,4212,2890,13244.09
17,8.51,8511,9551,11452,13244.32
15,24.26,24185,2002,9973,13244.43
24,14.79,14788,9967,5142,13245.06
12,11.98,11982,14821,5363,13245.17
21,12.54,12540,6649,10403,13247.44
2,28.19,28188,29877,27434,13247.71
6,7.02,7024,12859,5074,13249.06
0,29.05,29047,24935,19107,13249.93
11,23.01,23007,2066,11258,13251.29
5,10.79,10787,5403,6515,13251.42
8,11.03,11026,4759,6222,13252.12
9,10.77,10771,14198,1893,13253.15
6,5.38,5384,9076,7014,13254.45
11,3.34,3343,2036,6856,13254.64
3,28.36,28357,28971,20323,13255.08
21,8.57,8570,13093,5566,13256.01
10,24.14,24144,11357,9286,13256.28
13,15.95,15952,1953,14748,13257.77
17,13.56,13499,2113,9169,13257.88
8,7.46,7459,8589,5109,13259.58
1,20.57,20572,9241,11434,13260.01
21,4.7,4702,13619,13527,13260.72
19,21.6,21588,4895,14703,13260.83
23,21.31,21224,7680,2661,13260.94
12,15.87,15776,9835,11495,13261.05
15,16.8,16804,6184,2573,13261.23
6,7.08,7075,6774,13001,13261.52
1,2.16,2160,3607,12163,13262.17
14,21.38,21382,3449,11249,13262.33
4,39.93,39928,20331,19704,13262.64
20,18.65,18643,8163,8486,13262.75
18,22.59,22587,5089,2536,13264.02
6,2.61,2573,12512,11552,13264.13
12,3.46,3457,14205,10229,13264.5
12,1.58,1575,14965,5669,13266.08
16,32.26,32260,22981,16361,13267.05
7,37.17,37170,23455,29716,13267.34
13,10.06,10059,5936,11734,13267.83
5,16.95,16951,10656,12607,13268.37
20,7.58,7578,7935,10601,13270.32
14,8.1,8018,14840,6814,13270.43
10,14.65,14651,7480,13296,13270.93
11,17.27,17274,8482,13960,13271.91
24,27.67,27667,16416,28299,13272.73
9,20.13,20133,12000,12245,13273.28
18,9.51,9507,2462,7677,13273.53
20,4.57,4574,8950,3276,13274.9
22,31.25,31167,20464,24801,13275.01
21,14.59,14592,3220,10602,13275.31
15,14.97,14974,5223,4270,13276.2
6,12.37,12373,9265,13309,13276.51
8,18.32,18318,11918,12212,13277.9
2,31.63,31626,24711,18631,13279.34
18,6.01,6005,3035,1409,13279.54
