VM ID,Actual CPU,Length,Input Size,Output Size,End Time
9,0.88,862,215,645,154.13
12,0.11,102,249,247,154.13
15,0.66,552,121,141,154.13
17,0.66,622,489,154,154.13
10,0.22,132,144,664,154.24
17,0.11,12,506,535,154.24
20,0.88,790,50,515,154.24
2,0.22,168,24,259,154.35
7,0.44,419,394,268,154.35
8,0.44,407,581,222,154.35
14,0.99,948,178,691,154.35
15,0.22,149,173,695,154.35
16,0.44,430,492,66,154.35
17,0.11,72,735,82,154.35
18,0.33,228,436,749,154.35
21,0.77,765,178,354,154.35
5,0.77,723,221,574,154.46
2,0.22,174,31,610,154.57
4,1.1,995,355,130,154.57
19,0.77,734,622,8,154.57
0,0.99,980,171,164,154.68
23,0.77,675,634,13,154.68
24,0.77,756,581,404,154.68
10,0.55,492,74,477,154.79
12,0.66,640,396,375,154.79
13,0.77,724,285,678,154.79
17,0.44,342,629,147,154.79
21,0.44,375,30,440,154.79
22,0.88,867,417,292,154.79
3,0.99,971,678,118,154.9
4,0.33,263,53,102,154.9
5,0.44,397,164,28,154.9
6,0.99,888,617,718,154.9
8,0.55,447,475,434,154.9
11,0.88,856,540,357,154.9
9,0.88,863,309,612,155.01
18,0.66,660,267,607,155.01
19,0.44,369,406,198,155.01
20,0.77,709,206,61,155.01
1,0.99,899,670,443,155.12
2,0.55,496,246,67,155.12
3,0.22,200,644,624,155.12
6,0.22,125,636,166,155.12
7,0.77,732,587,321,155.12
9,0.11,29,383,219,155.12
14,0.77,677,671,744,155.12
16,0.77,726,712,233,155.12
19,0.11,93,90,503,155.12
4,0.33,272,9,13,155.23
12,0.44,372,445,531,155.23
15,0.88,778,129,582,155.23
22,0.44,372,704,621,155.23
5,0.44,377,658,728,155.34
6,0.22,143,372,434,155.34
8,0.44,431,704,489,155.34
23,0.66,632,467,667,155.34
10,0.66,633,633,62,155.45
11,0.55,442,265,261,155.45
14,0.33,318,259,200,155.45
0,0.88,877,573,732,155.56
3,0.44,362,132,312,155.56
4,0.33,242,6,390,155.56
16,0.44,434,140,220,155.56
23,0.22,175,144,166,155.56
24,0.88,782,294,99,155.56
13,0.88,775,300,629,155.67
14,0.22,195,307,421,155.67
17,0.88,813,723,204,155.67
18,0.66,590,233,224,155.67
19,0.55,451,549,75,155.67
21,0.88,840,202,238,155.67
23,0.11,2,410,588,155.67
1,0.66,656,251,14,155.78
9,0.66,566,126,373,155.78
11,0.33,257,259,500,155.78
20,0.77,669,368,664,155.78
2,0.77,753,140,311,155.89
7,0.77,699,411,378,155.89
8,0.55,503,350,150,155.89
9,0.11,10,66,395,155.89
14,0.22,115,717,323,155.89
15,0.66,572,515,403,155.89
4,0.44,415,654,459,156
11,0.22,166,202,189,156
12,0.77,718,556,352,156
16,0.44,387,185,673,156
17,0.33,313,178,51,156
20,0.22,113,613,646,156
22,0.77,691,48,289,156
3,0.55,513,334,197,156.11
6,0.77,696,447,425,156.11
12,0.11,33,196,494,156.11
4,0.22,180,120,225,156.22
5,0.88,861,420,613,156.22
10,0.77,723,506,198,156.22
14,0.33,247,493,333,156.22
16,0.22,169,114,178,156.22
24,0.66,599,354,504,156.22
0,0.77,677,134,707,156.33
2,0.44,407,420,536,156.33
7,0.44,436,592,336,156.33
10,0.11,105,549,619,156.33
17,0.33,316,709,291,156.33
24,0.11,31,72,328,156.33
14,0.22,145,525,189,156.44
7,0.22,120,417,401,156.55
14,0.11,48,512,197,156.55
21,0.88,876,469,373,156.55
23,0.88,771,403,677,156.55
8,0.77,672,685,602,156.66
9,0.77,759,680,703,156.66
13,0.99,983,25,497,156.66
18,0.99,925,511,159,156.66
21,0.11,99,590,647,156.66
1,0.99,909,163,580,156.77
6,0.66,651,69,664,156.77
15,0.88,795,58,644,156.77
19,1.1,992,357,404,156.77
11,0.88,822,539,166,156.88
22,0.88,821,553,734,156.88
2,0.66,627,72,553,156.99
8,0.33,251,23,134,156.99
12,0.88,878,58,704,156.99
18,0.33,296,505,681,156.99
20,0.99,959,301,229,156.99
23,0.44,389,726,40,156.99
24,0.66,623,718,139,156.99
0,0.77,670,722,115,157.1
3,0.99,967,250,130,157.1
4,0.88,795,421,252,157.1
8,0.11,75,682,270,157.1
17,0.77,715,492,56,157.1
21,0.44,398,291,245,157.1
5,0.99,979,567,734,157.21
10,0.88,831,191,585,157.21
13,0.55,464,321,411,157.21
16,0.99,938,733,364,157.21
19,0.44,342,360,346,157.21
9,0.66,647,231,99,157.32
12,0.33,318,46,622,157.32
16,0.11,34,476,588,157.32
23,0.33,297,502,92,157.32
7,0.88,852,293,495,157.43
8,0.33,315,252,129,157.43
10,0.22,172,175,652,157.43
13,0.22,126,85,39,157.43
14,0.88,812,251,133,157.43
17,0.33,279,449,533,157.43
6,0.77,762,669,215,157.54
19,0.33,225,131,609,157.54
20,0.55,507,688,705,157.54
5,0.44,365,385,72,157.65
11,0.77,733,186,185,157.65
14,0.22,188,743,81,157.65
15,0.88,799,174,592,157.65
24,0.66,654,729,342,157.65
1,0.99,961,106,26,157.76
7,0.33,230,514,238,157.76
13,0.33,302,156,557,157.76
14,0.11,18,612,487,157.76
16,0.44,331,197,283,157.76
18,0.77,706,716,378,157.76
22,0.88,785,624,534,157.76
23,0.44,400,433,434,157.76
2,0.88,863,348,748,157.87
3,0.77,693,479,299,157.87
9,0.55,525,413,180,157.87
21,0.77,746,339,298,157.87
3,0.11,80,221,387,157.98
8,0.55,524,669,601,157.98
13,0.22,142,340,233,157.98
0,0.99,901,225,590,158.09
4,0.99,959,33,312,158.09
6,0.55,544,290,540,158.09
1,0.44,338,701,528,158.2
2,0.33,248,283,281,158.2
5,0.55,477,462,425,158.2
11,0.55,516,94,376,158.2
16,0.44,344,554,614,158.2
17,0.77,699,725,365,158.2
18,0.44,346,131,161,158.2
19,0.66,579,670,445,158.2
5,0.11,1,655,283,158.31
7,0.55,507,16,559,158.31
8,0.33,301,692,380,158.31
10,0.88,838,603,518,158.31
12,0.99,933,423,106,158.31
20,0.77,745,506,676,158.31
4,0.33,233,580,476,158.42
18,0.22,149,162,315,158.42
22,0.66,641,464,669,158.42
23,0.66,576,33,21,158.42
0,0.44,420,51,271,158.53
6,0.44,346,586,414,158.53
14,0.77,766,216,371,158.53
15,0.88,775,585,591,158.53
16,0.33,321,658,14,158.53
21,0.66,595,692,199,158.53
24,0.88,828,283,432,158.53
24,0.11,64,616,181,158.64
1,0.55,456,166,683,158.75
9,0.88,859,100,417,158.75
11,0.55,504,711,379,158.75
18,0.33,319,91,606,158.75
22,0.33,256,471,49,158.75
1,0.11,85,484,316,158.86
6,0.33,257,732,521,158.86
8,0.55,468,355,324,158.86
9,0.11,18,308,266,158.86
13,0.88,837,389,709,158.86
14,0.33,240,340,138,158.86
17,0.66,610,136,172,158.86
2,0.77,729,425,166,158.97
3,0.99,939,185,551,158.97
4,0.55,507,374,592,158.97
6,0.11,9,714,636,158.97
8,0.11,110,558,81,158.97
10,0.66,609,315,318,158.97
18,0.22,201,678,528,158.97
1,0.22,202,367,699,159.08
2,0.11,93,288,577,159.08
10,0.11,41,680,561,159.08
16,0.55,455,691,580,159.08
19,0.88,874,207,601,159.08
21,0.55,471,487,641,159.08
22,0.33,296,164,622,159.08
24,0.44,422,259,570,159.08
7,0.88,852,243,444,159.19
17,0.33,244,331,499,159.19
19,0.11,105,609,94,159.19
22,0.11,76,236,133,159.19
5,0.99,952,473,317,159.3
15,0.77,731,146,241,159.3
18,0.33,221,161,552,159.3
20,0.99,968,202,117,159.3
0,0.88,783,538,587,159.41
1,0.33,231,340,111,159.41
11,0.66,647,141,712,159.41
12,1.1,995,117,30,159.41
19,0.22,113,223,518,159.41
21,0.33,310,315,356,159.41
23,0.99,983,668,203,159.41
24,0.33,290,105,489,159.41
14,0.66,626,445,289,159.52
16,0.44,339,747,546,159.52
17,0.33,287,103,435,159.52
0,0.22,138,24,332,159.63
7,0.44,356,162,341,159.63
10,0.55,528,153,140,159.63
22,0.44,434,187,443,159.63
0,0.11,48,77,498,159.74
4,0.77,769,307,618,159.74
5,0.44,409,214,123,159.74
9,0.88,842,484,236,159.74
13,0.88,771,4,619,159.74
15,0.44,383,313,422,159.74
19,0.33,258,594,88,159.74
24,0.33,280,462,109,159.74
3,0.88,807,523,225,159.85
6,0.88,827,423,14,159.85
8,0.88,801,240,124,159.85
14,0.33,318,658,200,159.85
22,0.22,138,117,21,159.85
17,0.44,411,660,513,159.96
20,0.66,644,48,580,159.96
1,0.66,584,648,492,160.07
2,0.99,898,196,645,160.07
10,0.44,419,118,75,160.07
11,0.66,624,258,381,160.07
18,0.77,743,693,557,160.07
20,0.11,4,133,678,160.07
10,0.11,55,529,350,160.18
11,0.11,48,476,599,160.18
14,0.33,275,16,111,160.18
15,0.44,408,283,286,160.18
0,0.55,462,619,735,160.29
7,0.66,660,432,664,160.29
12,0.88,781,691,172,160.29
13,0.55,449,674,701,160.29
22,0.44,375,436,139,160.29
24,0.55,482,724,219,160.29
5,0.66,555,270,700,160.4
9,0.66,610,3,139,160.4
13,0.11,92,319,553,160.4
16,0.88,862,301,1,160.4
19,0.66,582,220,741,160.4
21,0.99,968,475,135,160.4
23,0.99,891,351,446,160.4
4,0.77,735,663,51,160.51
5,0.11,6,327,58,160.51
1,0.55,465,578,596,160.62
2,0.55,476,564,635,160.62
8,0.77,705,173,160,160.62
3,0.88,845,329,37,160.73
9,0.33,326,131,167,160.73
17,0.77,711,452,149,160.73
20,0.66,559,499,446,160.73
23,0.33,314,638,678,160.73
24,0.44,369,726,29,160.73
6,0.99,912,383,229,160.84
10,0.66,648,253,745,160.84
11,0.66,628,239,600,160.84
15,0.66,571,660,724,160.84
24,0.11,1,300,718,160.84
6,0.11,48,79,549,160.95
7,0.66,608,456,703,160.95
16,0.55,459,392,95,160.95
19,0.55,521,273,77,160.95
8,0.44,408,256,728,161.06
12,0.77,696,43,429,161.06
18,0.99,892,418,159,161.06
21,0.66,593,394,553,161.06
0,0.88,801,292,97,161.17
13,0.77,730,40,196,161.17
14,0.99,929,665,368,161.17
17,0.44,368,221,601,161.17
1,0.66,592,639,324,161.28
4,0.77,702,611,57,161.28
5,0.77,678,72,20,161.28
11,0.44,369,158,680,161.28
22,0.99,887,115,516,161.28
24,0.44,411,166,723,161.28
0,0.22,126,600,222,161.39
2,0.77,745,55,562,161.39
3,0.66,565,30,443,161.39
9,0.66,577,490,345,161.39
15,0.55,465,82,688,161.39
18,0.33,320,607,243,161.39
23,0.66,626,435,278,161.39
7,0.55,464,517,54,161.5
15,0.11,43,88,176,161.5
3,0.22,126,85,747,161.61
1,0.44,380,153,402,161.72
4,0.44,338,622,256,161.72
6,0.77,673,452,465,161.72
8,0.66,578,682,234,161.72
10,0.88,805,253,457,161.72
20,0.99,970,145,671,161.72
0,0.44,366,13,276,161.83
3,0.22,206,631,712,161.83
8,0.11,76,721,570,161.83
9,0.44,414,474,82,161.83
12,0.77,738,234,602,161.83
16,0.88,836,584,417,161.83
19,0.88,776,681,289,161.83
22,0.55,530,735,378,161.83
24,0.55,542,526,207,161.83
9,0.11,33,306,150,161.94
13,0.77,676,18,394,161.94
16,0.11,63,284,158,161.94
17,0.77,661,667,535,161.94
21,0.88,880,361,560,161.94
2,0.66,649,432,260,162.05
5,0.77,684,333,172,162.05
9,0.11,84,550,90,162.05
10,0.33,239,370,145,162.05
11,0.77,699,100,523,162.05
14,0.88,852,695,686,162.05
17,0.11,43,69,689,162.05
1,0.44,384,258,421,162.16
2,0.11,28,328,167,162.16
12,0.33,297,704,730,162.16
15,0.66,591,576,413,162.16
23,0.77,767,557,83,162.16
3,0.44,430,565,70,162.27
7,0.77,714,233,511,162.27
12,0.11,7,31,122,162.27
5,0.33,267,320,138,162.38
6,0.66,601,309,89,162.38
8,0.55,465,213,459,162.38
14,0.33,246,508,346,162.38
18,0.99,892,515,422,162.38
24,0.55,466,621,512,162.38
4,0.77,751,365,414,162.49
9,0.44,388,365,696,162.49
20,0.77,681,599,411,162.49
22,0.66,596,229,297,162.49
23,0.33,320,586,468,162.49
1,0.44,356,694,517,162.6
2,0.44,394,233,558,162.6
4,0.11,1,672,280,162.6
7,0.33,307,141,441,162.6
9,0.11,11,599,110,162.6
0,0.88,876,688,127,162.71
10,0.66,653,480,289,162.71
6,0.44,404,630,562,162.82
7,0.22,181,724,3,162.82
12,0.55,533,243,458,162.82
16,0.88,801,402,140,162.82
18,0.44,393,243,406,162.82
19,0.99,952,578,278,162.82
21,0.88,873,325,502,162.82
5,0.55,454,746,250,162.93
10,0.22,168,710,354,162.93
13,0.99,940,612,427,162.93
20,0.44,409,596,451,162.93
22,0.44,435,551,205,162.93
4,0.44,437,323,354,163.04
8,0.66,629,573,448,163.04
10,0.11,110,123,15,163.04
11,0.99,922,483,197,163.04
17,0.99,944,359,469,163.04
21,0.22,191,729,138,163.04
23,0.55,442,172,47,163.04
1,0.55,480,642,707,163.15
3,0.88,842,184,298,163.15
14,0.77,691,543,372,163.15
15,0.99,930,332,650,163.15
21,0.11,42,385,186,163.15
24,0.77,701,737,54,163.15
13,0.33,311,227,102,163.26
6,0.55,467,579,243,163.37
7,0.55,478,29,535,163.37
16,0.55,449,484,57,163.37
21,0.22,122,577,114,163.37
9,0.88,780,452,707,163.48
19,0.66,609,71,612,163.48
1,0.44,369,658,707,163.59
2,0.99,904,631,241,163.59
7,0.22,213,123,276,163.59
13,0.33,282,542,334,163.59
21,0.22,195,716,245,163.59
0,0.99,900,545,728,163.7
8,0.66,647,679,527,163.7
10,0.66,656,188,601,163.7
11,0.66,589,743,393,163.7
22,0.77,717,4,238,163.7
23,0.66,645,360,674,163.7
5,0.88,873,145,602,163.81
12,0.99,916,565,708,163.81
13,0.22,161,584,60,163.81
18,0.99,894,374,21,163.81
22,0.11,89,381,272,163.81
4,0.88,861,574,676,163.92
12,0.11,106,297,361,163.92
19,0.44,382,130,456,163.92
20,0.99,883,223,244,163.92
21,0.33,238,254,642,163.92
0,0.33,287,717,196,164.03
13,0.22,167,486,580,164.03
17,0.99,937,139,724,164.03
20,0.11,56,558,618,164.03
24,0.88,870,517,441,164.03
3,0.99,956,363,747,164.14
6,0.77,712,678,164,164.14
7,0.55,535,357,13,164.14
14,0.99,955,466,140,164.14
15,0.99,953,280,267,164.14
17,0.11,54,511,32,164.14
18,0.33,262,182,318,164.14
2,0.66,567,427,509,164.25
3,0.11,86,192,457,164.25
9,0.77,734,60,329,164.25
11,0.55,516,32,351,164.25
22,0.44,334,224,87,164.25
5,0.55,470,734,619,164.36
11,0.11,12,40,301,164.36
12,0.44,430,546,619,164.36
16,0.99,891,602,626,164.36
19,0.44,369,519,344,164.36
6,0.33,301,439,389,164.47
7,0.33,273,12,620,164.47
14,0.33,232,690,656,164.47
24,0.44,351,443,591,164.47
1,0.99,897,268,121,164.58
4,0.66,627,684,689,164.58
5,0.22,119,739,671,164.58
7,0.11,109,124,721,164.58
10,0.88,855,221,556,164.58
20,0.55,460,429,295,164.58
8,0.99,980,300,157,164.69
11,0.33,228,83,706,164.69
18,0.55,539,495,286,164.69
19,0.33,319,340,589,164.69
20,0.11,67,403,336,164.69
21,0.77,760,615,148,164.69
23,0.99,911,406,323,164.69
12,0.5,505,521,551,164.86
0,0.94,869,239,568,164.97
9,0.72,718,206,407,164.97
18,0.28,198,695,80,164.97
21,0.28,276,90,711,164.97
1,0.5,415,300,372,165.08
2,0.83,815,416,133,165.08
6,0.61,556,587,512,165.08
9,0.11,56,650,552,165.08
13,1.05,962,525,715,165.08
15,0.94,906,620,273,165.08
17,0.94,930,289,490,165.08
19,0.39,310,300,85,165.08
22,0.83,726,416,464,165.08
3,0.94,933,234,514,165.19
16,0.83,820,568,212,165.19
6,0.22,114,674,141,165.3
0,0.44,385,464,128,165.41
4,0.83,822,300,37,165.41
8,0.72,668,577,541,165.41
19,0.33,316,536,35,165.41
24,0.94,849,355,440,165.41
1,0.44,402,109,501,165.52
3,0.33,311,514,293,165.52
4,0.11,52,734,672,165.52
5,0.94,911,692,212,165.52
7,0.94,924,444,545,165.52
10,0.94,858,612,351,165.52
14,1.05,953,637,592,165.52
18,0.55,544,382,507,165.52
20,0.83,779,281,524,165.52
23,0.83,816,268,580,165.52
20,0.11,42,664,29,165.63
21,0.66,574,541,162,165.63
9,0.66,591,527,727,165.74
11,1.05,972,3,263,165.74
13,0.66,571,701,649,165.74
23,0.22,129,173,133,165.74
11,0.11,69,355,12,165.85
12,0.99,897,503,433,165.85
22,0.77,661,692,223,165.85
7,0.44,353,28,59,165.96
8,0.55,441,643,269,165.96
13,0.22,170,622,177,165.96
17,0.88,877,297,206,165.96
0,0.66,557,505,364,166.07
2,0.99,965,403,313,166.07
15,0.99,905,108,7,166.07
17,0.11,8,598,390,166.07
6,0.88,804,476,521,166.18
13,0.22,119,10,490,166.18
16,0.99,948,338,512,166.18
19,0.77,723,269,542,166.18
3,0.77,742,306,640,166.29
5,0.77,748,290,317,166.29
10,0.77,693,104,544,166.29
24,0.88,850,722,635,166.29
1,0.88,771,652,152,166.4
4,0.88,803,636,677,166.4
7,0.44,372,154,628,166.4
12,0.55,493,180,267,166.4
16,0.22,206,361,617,166.4
18,0.88,774,467,666,166.4
22,0.55,526,5,205,166.4
23,0.66,658,278,723,166.4
11,0.66,589,596,64,166.51
13,0.33,304,643,378,166.51
14,0.99,942,95,48,166.51
20,0.88,847,2,122,166.51
21,0.88,877,388,454,166.51
24,0.22,170,710,387,166.51
17,0.55,509,446,212,166.62
18,0.22,169,358,234,166.62
0,0.66,657,308,417,166.73
3,0.44,362,118,118,166.73
7,0.33,279,52,449,166.73
9,0.99,940,254,318,166.73
10,0.44,405,615,597,166.73
15,0.66,611,292,180,166.73
0,0.11,10,65,20,166.84
8,0.88,854,626,266,166.84
12,0.44,411,620,469,166.84
22,0.44,405,734,484,166.84
19,0.77,756,553,117,166.95
23,0.55,535,580,533,166.95
4,0.66,656,11,49,167.06
6,0.88,867,569,368,167.06
8,0.22,205,562,472,167.06
11,0.55,499,159,522,167.06
20,0.55,495,98,125,167.06
0,0.33,278,296,197,167.17
2,1.1,998,647,497,167.17
5,0.88,843,602,653,167.17
9,0.44,425,174,374,167.17
13,0.77,714,333,586,167.28
16,0.88,874,252,420,167.28
1,0.99,922,658,447,167.39
7,0.66,566,229,124,167.39
13,0.11,55,371,193,167.39
14,0.88,776,56,262,167.39
19,0.44,424,749,259,167.39
24,0.88,835,684,248,167.39
7,0.11,100,610,259,167.5
8,0.44,363,120,136,167.5
18,0.88,810,32,432,167.5
20,0.44,346,63,259,167.5
21,0.99,938,595,326,167.5
24,0.11,81,593,692,167.5
1,0.22,159,434,93,167.61
7,0.11,102,192,565,167.61
12,0.77,668,256,687,167.61
16,0.33,318,446,387,167.61
17,0.99,945,21,572,167.61
22,0.77,734,403,39,167.61
0,0.55,541,102,248,167.72
3,0.99,975,376,174,167.72
4,0.66,555,421,513,167.72
5,0.55,498,58,137,167.72
10,0.99,889,384,527,167.72
12,0.11,8,307,127,167.72
13,0.33,228,724,229,167.72
15,0.99,885,17,682,167.72
16,0.11,11,121,727,167.72
24,0.22,127,388,133,167.72
1,0.22,184,119,546,167.83
2,0.66,651,359,431,167.83
6,0.77,768,1,380,167.83
7,0.22,129,124,110,167.83
11,0.77,675,339,324,167.83
21,0.33,251,37,721,167.83
1,0.11,48,740,301,167.94
9,0.77,721,560,192,167.94
16,0.22,163,648,542,167.94
23,0.99,921,681,719,167.94
2,0.22,124,259,489,168.05
8,0.55,472,585,219,168.05
10,0.33,236,240,627,168.05
14,0.66,559,178,670,168.05
0,0.44,363,187,105,168.16
3,0.44,428,419,518,168.16
16,0.22,192,575,374,168.16
17,0.55,547,29,679,168.16
18,0.66,577,288,249,168.16
19,0.77,665,674,144,168.16
4,0.55,443,296,57,168.27
7,0.44,427,531,212,168.27
8,0.22,158,39,718,168.27
9,0.33,309,714,33,168.27
13,0.55,450,442,315,168.27
14,0.22,185,216,390,168.27
22,0.66,585,117,514,168.27
0,0.22,220,430,431,168.38
6,0.55,505,198,533,168.38
20,0.88,797,481,480,168.38
4,0.22,207,68,625,168.49
5,0.77,766,592,71,168.49
11,0.66,555,354,170,168.49
12,0.77,748,688,712,168.49
21,0.66,628,624,370,168.49
1,0.66,621,434,42,168.6
2,0.55,464,370,100,168.6
24,0.88,858,328,257,168.6
10,0.66,623,632,511,168.71
15,0.99,898,43,712,168.71
23,0.77,661,664,46,168.71
24,0.11,61,124,411,168.71
3,0.66,581,112,515,168.82
4,0.33,239,543,220,168.82
5,0.33,244,332,549,168.82
6,0.44,399,634,170,168.82
9,0.55,475,359,150,168.82
18,0.66,560,103,103,168.82
19,0.66,601,141,63,168.82
24,0.11,73,302,586,168.82
7,0.66,573,175,440,168.93
8,0.66,620,607,660,168.93
11,0.44,408,726,693,168.93
2,0.44,409,319,100,169.04
16,0.88,832,233,36,169.04
22,0.77,682,314,342,169.04
17,0.99,980,362,443,169.15
22,0.11,26,327,150,169.15
24,0.33,310,233,14,169.15
1,0.66,634,106,25,169.26
7,0.33,322,334,469,169.26
14,0.99,957,419,32,169.26
0,0.99,990,175,531,169.37
2,0.33,261,609,219,169.37
4,0.55,517,286,138,169.37
5,0.55,519,171,289,169.37
6,0.55,503,111,565,169.37
10,0.66,578,577,690,169.37
13,1.1,994,157,261,169.37
20,0.99,957,277,470,169.37
0,0.11,33,354,690,169.48
9,0.66,612,118,419,169.48
12,0.99,961,318,279,169.48
19,0.66,637,369,696,169.48
21,0.99,958,528,111,169.48
23,0.77,695,408,150,169.48
8,0.66,600,591,251,169.59
15,0.88,880,105,482,169.59
0,0.22,119,467,354,169.7
4,0.33,318,9,253,169.7
8,0.11,48,126,108,169.7
10,0.33,247,573,570,169.7
14,0.44,380,314,477,169.7
18,0.88,781,168,586,169.7
23,0.22,134,319,143,169.7
3,0.99,943,664,536,169.81
11,0.88,811,601,699,169.81
17,0.66,577,273,728,169.81
19,0.33,235,440,428,169.81
22,0.66,595,206,551,169.81
3,0.11,77,267,176,169.92
5,0.55,550,155,659,169.92
9,0.44,375,705,105,169.92
16,0.88,858,445,211,169.92
22,0.11,24,273,333,169.92
0,0.33,270,51,329,170.03
1,0.77,682,537,487,170.03
7,0.77,761,529,146,170.03
17,0.22,185,141,596,170.03
10,0.44,393,229,665,170.14
13,0.77,709,77,662,170.14
24,0.99,886,518,335,170.14
5,0.33,230,362,427,170.25
6,0.88,784,89,214,170.25
13,0.11,101,651,223,170.25
14,0.55,496,37,207,170.25
15,0.66,618,503,503,170.25
21,0.77,712,204,280,170.25
2,0.99,969,160,29,170.36
3,0.44,409,90,337,170.36
4,0.66,588,652,280,170.36
5,0.11,45,658,433,170.36
12,0.88,781,434,54,170.36
15,0.11,63,245,533,170.36
20,0.99,931,746,118,170.36
22,0.44,407,499,377,170.36
11,0.66,653,312,12,170.47
12,0.11,1,354,70,170.47
23,0.77,764,292,713,170.47
0,0.55,447,212,35,170.58
4,0.22,159,473,125,170.58
8,0.88,873,553,322,170.58
9,0.66,568,75,271,170.58
10,0.44,372,308,630,170.58
20,0.22,158,375,196,170.58
5,0.33,299,159,688,170.69
6,0.44,335,251,544,170.69
11,0.22,159,211,656,170.69
17,0.66,605,212,350,170.69
18,0.99,968,205,631,170.69
7,0.77,662,598,53,170.8
15,0.44,374,267,87,170.8
17,0.11,64,503,505,170.8
18,0.11,78,251,298,170.8
19,0.99,959,276,259,170.8
20,0.22,170,573,373,170.8
24,0.66,624,423,237,170.8
1,0.88,870,69,171,170.91
2,0.55,486,83,119,170.91
13,0.66,636,634,430,170.91
16,0.99,933,736,336,170.91
19,0.11,42,62,340,170.91
21,0.66,573,273,233,170.91
23,0.44,426,169,124,170.91
3,0.66,606,167,443,171.02
5,0.33,315,6,400,171.02
12,0.55,451,158,479,171.02
19,0.11,73,199,601,171.02
23,0.11,62,528,210,171.02
3,0.11,65,642,172,171.13
5,0.11,75,571,566,171.13
9,0.55,511,391,385,171.13
14,0.88,818,70,390,171.13
1,0.33,261,268,43,171.24
5,0.11,55,678,459,171.24
8,0.66,574,727,402,171.24
16,0.33,257,690,155,171.24
20,0.44,344,7,46,171.24
1,0.11,14,562,654,171.35
7,0.55,466,535,641,171.35
22,0.99,888,130,728,171.35
0,0.88,804,542,272,171.46
3,0.33,250,322,423,171.46
4,0.88,779,242,724,171.46
8,0.22,158,533,584,171.46
11,0.77,683,486,119,171.46
12,0.44,389,327,517,171.46
16,0.22,160,549,115,171.46
24,0.66,654,534,711,171.46
6,0.88,829,7,571,171.57
10,0.99,934,501,464,171.57
14,0.44,404,82,649,171.57
18,0.77,679,21,174,171.57
2,0.77,701,415,145,171.68
7,0.33,234,277,181,171.68
17,0.88,787,732,75,171.68
21,0.77,747,200,62,171.68
1,0.44,412,621,275,171.79
12,0.33,264,199,271,171.79
15,0.99,914,703,340,171.79
19,0.77,770,88,45,171.79
7,0.22,116,117,368,171.9
8,0.44,355,718,25,171.9
10,0.33,225,377,35,171.9
13,0.99,934,575,45,171.9
17,0.22,185,683,347,171.9
20,0.66,637,136,536,171.9
23,0.88,801,137,664,171.9
0,0.55,496,170,549,172.01
1,0.22,114,327,283,172.01
17,0.11,94,444,315,172.01
9,0.99,899,530,111,172.12
11,0.66,650,599,595,172.12
13,0.22,154,653,25,172.12
5,0.99,918,322,483,172.23
14,0.66,653,335,81,172.23
21,0.55,446,343,321,172.23
0,0.33,322,361,65,172.34
2,0.66,564,44,6,172.34
3,0.88,796,408,151,172.34
10,0.44,410,122,159,172.34
14,0.11,98,436,74,172.34
22,0.99,914,638,318,172.34
4,0.99,978,66,569,172.45
7,0.55,495,229,166,172.45
9,0.33,271,641,1,172.45
16,0.99,961,190,695,172.45
18,0.88,788,485,561,172.45
24,0.99,950,144,611,172.45
4,0.11,104,584,313,172.56
6,0.99,907,373,4,172.56
12,0.77,690,113,569,172.56
20,0.66,553,55,594,172.56
23,0.66,637,62,51,172.56
9,0.22,151,303,292,172.67
15,0.88,846,679,371,172.67
17,0.66,658,53,698,172.67
19,0.88,772,524,152,172.67
1,0.77,678,117,140,172.78
5,0.55,469,533,418,172.78
11,0.66,621,538,52,172.78
21,0.55,489,430,372,172.78
23,0.22,119,230,632,172.78
2,0.55,484,366,289,172.89
8,0.99,963,427,167,172.89
10,0.55,482,226,45,172.89
20,0.44,381,389,548,173
21,0.22,141,441,124,173
5,0.33,290,98,240,173.11
8,0.22,203,639,11,173.11
10,0.22,135,113,645,173.11
14,0.77,708,64,400,173.11
18,0.66,577,704,185,173.11
20,0.11,86,544,100,173.11
0,0.88,772,253,526,173.22
1,0.44,386,191,361,173.22
2,0.33,226,570,531,173.22
13,1.1,997,506,254,173.22
16,0.77,715,131,215,173.22
0,0.11,84,685,121,173.33
3,0.99,988,148,550,173.33
12,0.77,732,350,537,173.33
22,0.99,932,682,110,173.33
4,0.88,849,149,106,173.44
7,0.99,961,690,618,173.44
10,0.33,224,158,465,173.44
17,0.77,689,330,41,173.44
24,0.99,930,719,506,173.44
6,0.99,969,699,477,173.55
12,0.22,179,522,522,173.55
15,0.88,816,131,12,173.55
19,0.88,798,454,89,173.55
23,0.77,757,698,85,173.55
9,0.99,959,611,5,173.66
22,0.33,256,352,734,173.66
23,0.11,82,479,168,173.66
11,0.99,919,53,485,173.77
18,0.66,654,341,549,173.77
20,0.66,611,340,187,173.77
21,0.77,763,229,142,173.77
24,0.33,272,531,505,173.77
3,0.55,537,327,178,173.88
6,0.33,271,581,655,173.88
14,0.77,761,323,448,173.88
1,0.77,758,355,7,173.99
2,0.77,743,717,662,173.99
5,0.88,789,602,638,173.99
21,0.22,121,142,466,173.99
5,0.11,69,449,264,174.1
8,0.99,928,444,322,174.1
13,0.88,823,305,723,174.1
16,0.88,815,13,420,174.1
17,0.66,579,108,652,174.1
